id,name,url,pictureURL,first_tag,second_tag,top_five_tags
14763,Kuudes Tunti,http://www.last.fm/music/Kuudes+Tunti,http://userserve-ak.last.fm/serve/252/4105382.jpg,0,0,
14764,Pyhäkoulu,http://www.last.fm/music/Pyh%C3%A4koulu,http://userserve-ak.last.fm/serve/252/13352473.jpg,0,0,
14765,Kaaos,http://www.last.fm/music/Kaaos,http://userserve-ak.last.fm/serve/252/84486.jpg,25,337,80s crust
14766,Radio Scarlet,http://www.last.fm/music/Radio+Scarlet,http://userserve-ak.last.fm/serve/252/6716945.jpg,606,0,deathrock
14767,Suruaika,http://www.last.fm/music/Suruaika,http://userserve-ak.last.fm/serve/252/784474.jpg,0,0,
14768,Riistetyt,http://www.last.fm/music/Riistetyt,http://userserve-ak.last.fm/serve/252/13332737.jpg,337,10828,crust lefties anarchist
14769,Scary Bitches,http://www.last.fm/music/Scary+Bitches,http://userserve-ak.last.fm/serve/252/29445069.jpg,61,606,industrial deathrock covers
14770,Poslednie Tanki V Parizhe,http://www.last.fm/music/Poslednie+Tanki+V+Parizhe,http://userserve-ak.last.fm/serve/252/36321887.jpg,0,0,
14771,The Guess Who,http://www.last.fm/music/The+Guess+Who,http://userserve-ak.last.fm/serve/252/39976219.jpg,192,605,classic rock canadian rain rock 60s
14772,Marya Roxx,http://www.last.fm/music/Marya+Roxx,http://userserve-ak.last.fm/serve/252/47765219.jpg,4304,9494,rock metal derek sherinian payback time marya roxx scott metaxas
14773,L'ame Immotale,http://www.last.fm/music/L%27ame+Immotale,http://userserve-ak.last.fm/serve/252/39023635.jpg,0,0,
14774,Prophetic Dream,http://www.last.fm/music/Prophetic+Dream,http://userserve-ak.last.fm/serve/252/17607183.jpg,61,79,industrial alternative belarus belarusian synth-gothic
14775,E-Type,http://www.last.fm/music/E-Type,http://userserve-ak.last.fm/serve/252/3403253.jpg,39,1344,dance eurodance swedish pop 90s
14776,La Bouche,http://www.last.fm/music/La+Bouche,http://userserve-ak.last.fm/serve/252/36415203.jpg,39,346,dance 90s pop soundtrack male and female
14777,Cold in May,http://www.last.fm/music/Cold+in+May,http://userserve-ak.last.fm/serve/252/61183253.jpg,18,179,electronic gothic darkwave belarusian synth-gothic
14778,Locnville,http://www.last.fm/music/Locnville,http://userserve-ak.last.fm/serve/252/50409487.jpg,0,0,
14779,Rudenko,http://www.last.fm/music/Rudenko,http://userserve-ak.last.fm/serve/252/23526045.jpg,0,0,
14780,Alex Beaupain,http://www.last.fm/music/Alex+Beaupain,http://userserve-ak.last.fm/serve/252/13334823.jpg,24,134,pop singer-songwriter
14781,Paulinho da Viola,http://www.last.fm/music/Paulinho+da+Viola,http://userserve-ak.last.fm/serve/252/2771644.jpg,306,817,male vocalists brasil percussion jazz folk
14782,Terence Trent D'Arby,http://www.last.fm/music/Terence+Trent+D%27Arby,http://userserve-ak.last.fm/serve/252/109534.jpg,25,85,80s funk soul pop singer-songwriter
14783,The Spinto Band,http://www.last.fm/music/The+Spinto+Band,http://userserve-ak.last.fm/serve/252/57960.jpg,11168,11290,yay heartbroke bouncy
14784,Help She Can't Swim,http://www.last.fm/music/Help+She+Can%27t+Swim,http://userserve-ak.last.fm/serve/252/171987.jpg,9313,11289,i want to dance in my underwear girlamazing smash it up synth-punk
14785,Cristina Branco,http://www.last.fm/music/Cristina+Branco,http://userserve-ak.last.fm/serve/252/3889145.jpg,130,308,female vocalists latin
14786,Paris Combo,http://www.last.fm/music/Paris+Combo,http://userserve-ak.last.fm/serve/252/48382233.png,321,6953,french heard on 30 jul 06 downtempo sampler radio good one acid jazz jazz
14787,Skrillex,http://www.last.fm/music/Skrillex,http://userserve-ak.last.fm/serve/252/44552277.jpg,18,70,electronic dubstep electronica electro industrial
14788,It's Alive,http://www.last.fm/music/It%27s+Alive,http://userserve-ak.last.fm/serve/252/46605589.jpg,0,0,
14789,Chester Bennington,http://www.last.fm/music/Chester+Bennington,http://userserve-ak.last.fm/serve/252/17960285.jpg,78,79,alternative rock alternative
14790,The Brothers Martin,http://www.last.fm/music/The+Brothers+Martin,http://userserve-ak.last.fm/serve/252/159399.jpg,0,0,
14791,The Pistolas,http://www.last.fm/music/The+Pistolas,http://userserve-ak.last.fm/serve/252/360026.jpg,4682,0,gta iv
14792,Julien-K,http://www.last.fm/music/Julien-K,http://userserve-ak.last.fm/serve/252/33595795.jpg,18,78,electronic alternative rock electronica rock techno
14793,Blue Stahli,http://www.last.fm/music/Blue+Stahli,http://userserve-ak.last.fm/serve/252/13233171.jpg,0,0,
14794,Blasted Mechanism,http://www.last.fm/music/Blasted+Mechanism,http://userserve-ak.last.fm/serve/252/187373.jpg,1471,0,portuguese
14795,Deluka,http://www.last.fm/music/Deluka,http://userserve-ak.last.fm/serve/252/36281755.jpg,0,0,
14796,King Black Acid,http://www.last.fm/music/King+Black+Acid,http://userserve-ak.last.fm/serve/252/408544.jpg,0,0,
14797,Pony Pony Run Run,http://www.last.fm/music/Pony+Pony+Run+Run,http://userserve-ak.last.fm/serve/252/27599877.jpg,309,0,electro
14798,Subkulture,http://www.last.fm/music/Subkulture,http://userserve-ak.last.fm/serve/252/3054032.jpg,6,189,industrial metal industrial rock
14799,peixe : avião,http://www.last.fm/music/peixe+%3A+avi%C3%A3o,http://userserve-ak.last.fm/serve/252/44716505.jpg,0,0,
14800,David Fonseca,http://www.last.fm/music/David+Fonseca,http://userserve-ak.last.fm/serve/252/340413.jpg,700,0,2008
14801,Murdering Tripping Blues,http://www.last.fm/music/Murdering+Tripping+Blues,http://userserve-ak.last.fm/serve/252/52049377.jpg,9546,0,portuguese band
14802,Janusz Olejniczak,http://www.last.fm/music/Janusz+Olejniczak,http://userserve-ak.last.fm/serve/252/25754069.jpg,0,0,
14803,The Pianist,http://www.last.fm/music/The+Pianist,http://userserve-ak.last.fm/serve/252/5721532.jpg,0,0,
14804,Jimmy Pardo,http://www.last.fm/music/Jimmy+Pardo,http://userserve-ak.last.fm/serve/252/48179797.jpg,0,0,
14805,Arthur Alexander,http://www.last.fm/music/Arthur+Alexander,http://userserve-ak.last.fm/serve/252/11526843.jpg,619,6519,soul colors rnb 60s rhythm and blues
14806,The Bobby Fuller Four,http://www.last.fm/music/The+Bobby+Fuller+Four,http://userserve-ak.last.fm/serve/252/180719.jpg,247,689,60s oldies
14807,Dexys Midnight Runners,http://www.last.fm/music/Dexys+Midnight+Runners,http://userserve-ak.last.fm/serve/252/8820945.jpg,16,25,new wave 80s british blue-eyed soul pop
14808,Anita Carter,http://www.last.fm/music/Anita+Carter,http://userserve-ak.last.fm/serve/252/480988.jpg,0,0,
14809,Faces,http://www.last.fm/music/Faces,http://userserve-ak.last.fm/serve/252/3464128.jpg,72,729,hard rock 70s rock classic rock proto-punk
14810,The Tremeloes,http://www.last.fm/music/The+Tremeloes,http://userserve-ak.last.fm/serve/252/6022271.jpg,247,7840,60s 1963
14811,Comedy Death-Ray Radio,http://www.last.fm/music/Comedy+Death-Ray+Radio,http://userserve-ak.last.fm/serve/252/30460549.jpg,304,0,hip hop
14812,Swamp Dogg,http://www.last.fm/music/Swamp+Dogg,http://userserve-ak.last.fm/serve/252/14447003.jpg,0,0,
14813,Ellen Foley,http://www.last.fm/music/Ellen+Foley,http://userserve-ak.last.fm/serve/252/800908.jpg,0,0,
14814,Dennis Wilson,http://www.last.fm/music/Dennis+Wilson,http://userserve-ak.last.fm/serve/252/7574791.jpg,346,1017,90s 1992 pop
14815,Fungi Girls,http://www.last.fm/music/Fungi+Girls,http://userserve-ak.last.fm/serve/252/31831055.jpg,102,364,hip-hop favorite cool sweet nice
14816,Johnny Hollow,http://www.last.fm/music/Johnny+Hollow,http://userserve-ak.last.fm/serve/252/17936861.jpg,14,33,ambient experimental darkwave sexy songs trip-hop
14817,Jean-Jacques Burnel,http://www.last.fm/music/Jean-Jacques+Burnel,http://userserve-ak.last.fm/serve/252/110627.jpg,0,0,
14818,Noise Unit,http://www.last.fm/music/Noise+Unit,http://userserve-ak.last.fm/serve/252/155294.jpg,18,33,electronic experimental ebm hip-hop
14819,Les Jumeaux,http://www.last.fm/music/Les+Jumeaux,http://userserve-ak.last.fm/serve/252/426116.jpg,14,18,ambient electronic could be mistaken for sth else
14820,Michael Brook,http://www.last.fm/music/Michael+Brook,http://userserve-ak.last.fm/serve/252/4592381.jpg,184,7658,soundtrack for work ambient
14821,Oppenheimer Analysis,http://www.last.fm/music/Oppenheimer+Analysis,http://userserve-ak.last.fm/serve/252/262528.jpg,8934,0,electroclash ingredients
14822,Świetliki i Linda,http://www.last.fm/music/%C5%9Awietliki+i+Linda,http://userserve-ak.last.fm/serve/252/45627.jpg,5925,83,hip hop/rap jazz hip-hop rhymez alternative
14823,Intermix,http://www.last.fm/music/Intermix,http://userserve-ak.last.fm/serve/252/6479077.jpg,86,18,ebm electronic industrial canadian
14824,Blue Zoo,http://www.last.fm/music/Blue+Zoo,http://userserve-ak.last.fm/serve/252/55549723.jpg,879,881,fav songs new wave songs british artists new wave artists 1983 songs
14825,The Actor,http://www.last.fm/music/The+Actor,http://userserve-ak.last.fm/serve/252/3900627.jpg,0,0,
14826,Strange Boutique,http://www.last.fm/music/Strange+Boutique,http://userserve-ak.last.fm/serve/252/107623.jpg,27,190,ethereal gothic rock darkwave shoegaze dream pop
14827,Lars Falk,http://www.last.fm/music/Lars+Falk,http://userserve-ak.last.fm/serve/252/54358827.jpg,0,0,
14828,Grzegorz Ciechowski,http://www.last.fm/music/Grzegorz+Ciechowski,http://userserve-ak.last.fm/serve/252/30991331.jpg,0,0,
14829,Rosetta Stone,http://www.last.fm/music/Rosetta+Stone,http://userserve-ak.last.fm/serve/252/26495943.jpg,190,844,gothic rock cover covers dark goth
14830,UV Pop,http://www.last.fm/music/UV+Pop,http://userserve-ak.last.fm/serve/252/45411297.jpg,7536,0,minimal wave
14831,Opéra de nuit,http://www.last.fm/music/Op%C3%A9ra+de+nuit,http://userserve-ak.last.fm/serve/252/30194161.jpg,6125,7539,cold wave french wave
14832,Position Parallèle,http://www.last.fm/music/Position+Parall%C3%A8le,http://userserve-ak.last.fm/serve/252/29011049.jpg,0,0,
14833,Behind Crimson Eyes,http://www.last.fm/music/Behind+Crimson+Eyes,http://userserve-ak.last.fm/serve/252/13856539.jpg,180,0,post-hardcore
14834,Paul Kelly,http://www.last.fm/music/Paul+Kelly,http://userserve-ak.last.fm/serve/252/2473336.jpg,306,441,male vocalists favourites aussie australian mellow
14835,Society's Parasites,http://www.last.fm/music/Society%27s+Parasites,http://userserve-ak.last.fm/serve/252/406606.jpg,0,0,
14836,12th Planet,http://www.last.fm/music/12th+Planet,http://userserve-ak.last.fm/serve/252/39226091.png,0,0,
14837,Scatman John,http://www.last.fm/music/Scatman+John,http://userserve-ak.last.fm/serve/252/15748731.jpg,24,39,pop dance electronica electronic 90s
14838,Koolfox,http://www.last.fm/music/Koolfox,http://userserve-ak.last.fm/serve/252/27792625.jpg,0,0,
14839,Art of Fighters,http://www.last.fm/music/Art+of+Fighters,http://userserve-ak.last.fm/serve/252/36797009.jpg,599,602,gabber italian
14840,Plushgun,http://www.last.fm/music/Plushgun,http://userserve-ak.last.fm/serve/252/21017621.jpg,18,24,electronic pop electronica
14841,Ronald Jenkees,http://www.last.fm/music/Ronald+Jenkees,http://userserve-ak.last.fm/serve/252/30621691.jpg,0,0,
14842,YTCracker,http://www.last.fm/music/YTCracker,http://userserve-ak.last.fm/serve/252/234490.jpg,0,0,
14843,Benny Benassi feat. Gary Go,http://www.last.fm/music/Benny+Benassi+feat.+Gary+Go,http://userserve-ak.last.fm/serve/252/60230435.jpg,0,0,
14844,Keef Baker,http://www.last.fm/music/Keef+Baker,http://userserve-ak.last.fm/serve/252/68775.jpg,33,47,experimental idm electronic n5md chillout
14845,Dryft,http://www.last.fm/music/Dryft,http://userserve-ak.last.fm/serve/252/27121355.jpg,47,33,idm experimental industrial
14846,Rent -Original Cast Recording,http://www.last.fm/music/Rent+-Original+Cast+Recording,,0,0,
14847,FC/Kahuna,http://www.last.fm/music/FC%252FKahuna,http://userserve-ak.last.fm/serve/252/181768.jpg,15,39,downtempo dance vocal top 20 ambient
14848,Scandy,http://www.last.fm/music/Scandy,http://userserve-ak.last.fm/serve/252/22461225.jpg,33,87,experimental post-rock instrumental ambient atmospheric
14849,Tarmvred,http://www.last.fm/music/Tarmvred,http://userserve-ak.last.fm/serve/252/527982.jpg,67,0,noise
14850,Al B. Sure!,http://www.last.fm/music/Al+B.+Sure%21,http://userserve-ak.last.fm/serve/252/28098695.jpg,4047,25,norway 80s new jack swing
14851,Celluloïd Mata,http://www.last.fm/music/Cellulo%C3%AFd+Mata,http://userserve-ak.last.fm/serve/252/343312.gif,181,0,punk
14852,Tonikom,http://www.last.fm/music/Tonikom,http://userserve-ak.last.fm/serve/252/33726075.jpg,181,33,punk experimental
14853,The Uniform,http://www.last.fm/music/The+Uniform,http://userserve-ak.last.fm/serve/252/61705035.jpg,0,0,
14854,Zentriert ins Antlitz,http://www.last.fm/music/Zentriert+ins+Antlitz,http://userserve-ak.last.fm/serve/252/19420999.jpg,559,86,dark electro ebm
14855,sona eact®,http://www.last.fm/music/sona+eact%C2%AE,http://userserve-ak.last.fm/serve/252/8909993.jpg,0,0,
14856,Cdatakill,http://www.last.fm/music/Cdatakill,http://userserve-ak.last.fm/serve/252/481564.jpg,1251,0,breakcore
14857,Black Lung,http://www.last.fm/music/Black+Lung,http://userserve-ak.last.fm/serve/252/12346705.jpg,0,0,
14858,Oil 10,http://www.last.fm/music/Oil+10,http://userserve-ak.last.fm/serve/252/25414475.jpg,14,0,ambient
14859,S.I.N.A,http://www.last.fm/music/S.I.N.A,http://userserve-ak.last.fm/serve/252/44075.jpg,87,61,post-rock industrial rhythmic noise electro-industrial cyberpunk
14860,The Teardrop Explodes,http://www.last.fm/music/The+Teardrop+Explodes,http://userserve-ak.last.fm/serve/252/33853951.png,87,33,post-rock experimental instrumental post-punk 80s
14861,Eyeless in Gaza,http://www.last.fm/music/Eyeless+in+Gaza,http://userserve-ak.last.fm/serve/252/35238801.png,9587,9588,psychosis tron
14862,Julian Cope,http://www.last.fm/music/Julian+Cope,http://userserve-ak.last.fm/serve/252/28961981.jpg,275,25,post-punk 80s indie british england
14863,meltmaster,http://www.last.fm/music/meltmaster,http://userserve-ak.last.fm/serve/252/33746131.jpg,18,564,electronic techno
14864,Pere Ubu,http://www.last.fm/music/Pere+Ubu,http://userserve-ak.last.fm/serve/252/57840713.jpg,275,16,post-punk new wave american punk american underground experimental rock
14865,The Red Krayola,http://www.last.fm/music/The+Red+Krayola,http://userserve-ak.last.fm/serve/252/15268675.jpg,33,75,experimental psychedelic rock psychedelic
14866,This Heat,http://www.last.fm/music/This+Heat,http://userserve-ak.last.fm/serve/252/5612035.jpg,33,2104,experimental my angular favourites psychosis 80s uk
14867,amatria,http://www.last.fm/music/amatria,http://userserve-ak.last.fm/serve/252/39682901.jpg,176,0,emo
14868,Lori Meyers,http://www.last.fm/music/Lori+Meyers,http://userserve-ak.last.fm/serve/252/40649.jpg,24,296,pop indie pop indie spanish france
14869,The New Raemon,http://www.last.fm/music/The+New+Raemon,http://userserve-ak.last.fm/serve/252/61435631.png,87,815,post-rock post rock ambient atmospheric experimental
14870,El Columpio Asesino,http://www.last.fm/music/El+Columpio+Asesino,http://userserve-ak.last.fm/serve/252/58509139.jpg,81,4041,indie spanish indie pop complete sentences extraordinary band names post hardcore
14871,Summer Camp,http://www.last.fm/music/Summer+Camp,http://userserve-ak.last.fm/serve/252/49033625.png,929,0,lo-fi
14872,Feldberg,http://www.last.fm/music/Feldberg,http://userserve-ak.last.fm/serve/252/37830799.png,81,387,indie dream pop icelandic
14873,Joe Crepúsculo,http://www.last.fm/music/Joe+Crep%C3%BAsculo,http://userserve-ak.last.fm/serve/252/16889107.jpg,0,0,
14874,"Loney, dear",http://www.last.fm/music/Loney%2C+dear,http://userserve-ak.last.fm/serve/252/22445233.jpg,127,595,seen live swedish
14875,Planningtorock,http://www.last.fm/music/Planningtorock,http://userserve-ak.last.fm/serve/252/36031883.jpg,33,130,experimental female vocalists electronic electronica rock
14876,Bishop Morocco,http://www.last.fm/music/Bishop+Morocco,http://userserve-ak.last.fm/serve/252/48026055.jpg,0,0,
14877,Crystal Fighters,http://www.last.fm/music/Crystal+Fighters,http://userserve-ak.last.fm/serve/252/35145427.png,18,309,electronic electro best song ever
14878,Wildbirds & Peacedrums,http://www.last.fm/music/Wildbirds%2B%2526%2BPeacedrums,http://userserve-ak.last.fm/serve/252/8232311.jpg,0,0,
14879,Dente,http://www.last.fm/music/Dente,http://userserve-ak.last.fm/serve/252/20099635.jpg,0,0,
14880,Kordan,http://www.last.fm/music/Kordan,http://userserve-ak.last.fm/serve/252/58115481.jpg,16,81,new wave indie shoegaze
14881,Hundreds,http://www.last.fm/music/Hundreds,http://userserve-ak.last.fm/serve/252/40973397.jpg,0,0,
14882,She Keeps Bees,http://www.last.fm/music/She+Keeps+Bees,http://userserve-ak.last.fm/serve/252/37882265.jpg,292,823,folk blues lo-fi
14883,Bye Bye Bicycle,http://www.last.fm/music/Bye+Bye+Bicycle,http://userserve-ak.last.fm/serve/252/37099189.png,296,0,indie pop
14884,Du,http://www.last.fm/music/Du,http://userserve-ak.last.fm/serve/252/41134129.jpg,0,0,
14885,Facto delafé y las flores azules,http://www.last.fm/music/Facto+delaf%C3%A9+y+las+flores+azules,http://userserve-ak.last.fm/serve/252/36483921.png,15,21,downtempo trip-hop indie
14886,Claude François,http://www.last.fm/music/Claude+Fran%C3%A7ois,http://userserve-ak.last.fm/serve/252/50597345.jpg,24,0,pop
14887,Umberto Tozzi,http://www.last.fm/music/Umberto+Tozzi,http://userserve-ak.last.fm/serve/252/400392.jpg,0,0,
14888,Biagio Antonacci,http://www.last.fm/music/Biagio+Antonacci,http://userserve-ak.last.fm/serve/252/15293055.jpg,602,24,italian pop relaxing italian pop
14889,Lynn Johnson,http://www.last.fm/music/Lynn+Johnson,http://userserve-ak.last.fm/serve/252/75790.jpg,18,23,electronic new age pop favourite albums
14890,Experimental Model,http://www.last.fm/music/Experimental+Model,http://userserve-ak.last.fm/serve/252/33402523.jpg,13,23,chillout new age instrumental relaxing favourite albums
14891,Ricchi e Poveri,http://www.last.fm/music/Ricchi+e+Poveri,http://userserve-ak.last.fm/serve/252/49159177.png,25,8893,80s italo-disco
14892,Gianni Morandi,http://www.last.fm/music/Gianni+Morandi,http://userserve-ak.last.fm/serve/252/45783591.png,0,0,
14893,7and5,http://www.last.fm/music/7and5,http://userserve-ak.last.fm/serve/252/17746359.jpg,0,0,
14894,Baskyl,http://www.last.fm/music/Baskyl,http://userserve-ak.last.fm/serve/252/3068671.jpg,187,18,electronica electronic techno alternative trip beat
14895,Anna Oxa,http://www.last.fm/music/Anna+Oxa,http://userserve-ak.last.fm/serve/252/46686405.png,39,130,dance female vocalists italian
14896,Mike Brant,http://www.last.fm/music/Mike+Brant,http://userserve-ak.last.fm/serve/252/194175.jpg,0,0,
14897,Michele Zarrillo,http://www.last.fm/music/Michele+Zarrillo,http://userserve-ak.last.fm/serve/252/13174597.jpg,0,0,
14898,Modus,http://www.last.fm/music/Modus,http://userserve-ak.last.fm/serve/252/5960659.jpg,14,21,ambient trip-hop chillout new age relax
14899,Edelis,http://www.last.fm/music/Edelis,http://userserve-ak.last.fm/serve/252/9331433.jpg,191,819,instrumental relaxing
14900,Raffaella Carrà,http://www.last.fm/music/Raffaella+Carr%C3%A0,http://userserve-ak.last.fm/serve/252/378819.jpg,0,0,
